DGP,Intercept,Seed,BaseRate,p_null,Metric,USFG_by_aleatoric,USFG_by_epistemic
logistic,-0.764,4,0.4004889481995501,0.3070428784634016,decileZ(NRC),0.0103112920507972,0.0396813922221806
logistic,-0.764,4,0.4004889481995501,0.3070428784634016,logit-frac,0.0400320857105541,0.04611999245243556
logistic,-0.764,5,0.40753888995595716,0.31879135638604333,Comp_prob,-0.4288953848344591,-0.058868214029915863
logistic,-0.764,5,0.40753888995595716,0.31879135638604333,NRC,0.04655974257712179,-0.0372283875549754
logistic,-0.764,5,0.40753888995595716,0.31879135638604333,decileZ(Comp),0.01163133469882545,-0.0758559061475856
logistic,-0.764,5,0.40753888995595716,0.31879135638604333,decileZ(NRC),-0.007855874023036247,0.07642843526812824
logistic,-0.764,5,0.40753888995595716,0.31879135638604333,logit-frac,-0.06486678907860874,-0.06593126891051307
logistic,-0.764,6,0.3905717406700751,0.30125661148471006,Comp_prob,-0.6248550182714302,-0.07462299202532924
logistic,-0.764,6,0.3905717406700751,0.30125661148471006,NRC,-0.013161600006042181,-0.026507725427384537
logistic,-0.764,6,0.3905717406700751,0.30125661148471006,decileZ(Comp),-0.02998537768999065,-0.08132847181084113
logistic,-0.764,6,0.3905717406700751,0.30125661148471006,decileZ(NRC),-0.006100868012320351,-0.06993629446339689
logistic,-0.764,6,0.3905717406700751,0.30125661148471006,logit-frac,0.024510011853917626,-0.030345546523920946
logistic,-0.764,7,0.41296418432437565,0.33100474820925463,Comp_prob,-0.5863005513594312,0.08856203794861404
logistic,-0.764,7,0.41296418432437565,0.33100474820925463,NRC,0.04389884499253991,-0.0017668583457597635
logistic,-0.764,7,0.41296418432437565,0.33100474820925463,decileZ(Comp),0.025363762612507893,0.09767439714379719
logistic,-0.764,7,0.41296418432437565,0.33100474820925463,decileZ(NRC),-0.023340305780783176,-0.007542349928606591
logistic,-0.764,7,0.41296418432437565,0.33100474820925463,logit-frac,-0.0002173756655553631,-0.009325059099749804
logistic,-0.764,8,0.3809568691222218,0.30855874344221246,Comp_prob,-0.8088420294740672,0.010594863492299135
logistic,-0.764,8,0.3809568691222218,0.30855874344221246,NRC,-0.024843431049034307,-0.02409949605573884
logistic,-0.764,8,0.3809568691222218,0.30855874344221246,decileZ(Comp),-0.04999672839036061,0.022867777018918907
logistic,-0.764,8,0.3809568691222218,0.30855874344221246,decileZ(NRC),-0.03457991535390334,-0.07336057467266971
logistic,-0.764,8,0.3809568691222218,0.30855874344221246,logit-frac,-0.050394066991670323,0.00404634158196751
logistic,-0.764,9,0.39630195716546907,0.3242592550007626,Comp_prob,-0.7396036616407111,-0.013843675248753778
logistic,-0.764,9,0.39630195716546907,0.3242592550007626,NRC,-0.02450838529266436,-0.01610030233178946
logistic,-0.764,9,0.39630195716546907,0.3242592550007626,decileZ(Comp),-0.00045453927548290245,-0.019982243736162524
logistic,-0.764,9,0.39630195716546907,0.3242592550007626,decileZ(NRC),0.0035607333055148044,0.04198672159089709
logistic,-0.764,9,0.39630195716546907,0.3242592550007626,logit-frac,-0.009598894265167985,-0.04303552670427049
logistic,-0.764,10,0.40837702690955563,0.3248372638586025,Comp_prob,-0.6264917567183484,0.04423465838477592
logistic,-0.764,10,0.40837702690955563,0.3248372638586025,NRC,-0.045677050215790896,-0.01355070895628483
logistic,-0.764,10,0.40837702690955563,0.3248372638586025,decileZ(Comp),-0.04778708893210528,0.022344008097202196
logistic,-0.764,10,0.40837702690955563,0.3248372638586025,decileZ(NRC),-0.011320132329796026,-0.12131240043358388
logistic,-0.764,10,0.40837702690955563,0.3248372638586025,logit-frac,-0.07434356323465222,-0.027071383036563524
logistic,-0.764,11,0.397235162720837,0.31808947397252696,Comp_prob,-0.6898916516970951,-0.12269406035662213
logistic,-0.764,11,0.397235162720837,0.31808947397252696,NRC,0.08226369116646139,0.1174629497052521
logistic,-0.764,11,0.397235162720837,0.31808947397252696,decileZ(Comp),-0.00705628059949799,-0.12075485896564041
logistic,-0.764,11,0.397235162720837,0.31808947397252696,decileZ(NRC),0.03717413582619929,0.09771697160488071
logistic,-0.764,11,0.397235162720837,0.31808947397252696,logit-frac,-0.007923842889277333,0.13972251054762366
logistic,-0.764,12,0.3689703756008852,0.3052326147757538,Comp_prob,-1.0376548398257632,-0.02757719024035127
logistic,-0.764,12,0.3689703756008852,0.3052326147757538,NRC,0.009966872719581544,-0.014702942163609378
logistic,-0.764,12,0.3689703756008852,0.3052326147757538,decileZ(Comp),-0.0008213238067157486,-0.010948776490969812
logistic,-0.764,12,0.3689703756008852,0.3052326147757538,decileZ(NRC),-0.018335805369694997,0.023610126232941665
logistic,-0.764,12,0.3689703756008852,0.3052326147757538,logit-frac,-0.006034730955182498,-0.012312184206146066
logistic,-0.764,13,0.40011954799614885,0.3023093761442099,Comp_prob,-0.6195842932222506,-0.025820731985940627
