DGP,Intercept,Strength,Seed,BaseRate,FracHit,Metric,USFG,USFG_gap_raw
logistic,-3.6,0.4,7,0.0866990121183081,0.1884,decileZ(NRC),0.3168919238436354,0.3168919238436354
logistic,-3.6,0.4,7,0.0866990121183081,0.1884,logit-frac,0.11177645177827784,0.18514328676099934
logistic,-3.6,0.4,8,0.1175010537835,0.1976,Comp_prob,0.10072177997194996,0.018230704889465085
logistic,-3.6,0.4,8,0.1175010537835,0.1976,NRC,0.01129375699130503,0.0239600678546803
logistic,-3.6,0.4,8,0.1175010537835,0.1976,decileZ(Comp),0.11837128655879235,0.11837128655879235
logistic,-3.6,0.4,8,0.1175010537835,0.1976,decileZ(NRC),0.1251899425088398,0.1251899425088398
logistic,-3.6,0.4,8,0.1175010537835,0.1976,logit-frac,-0.006203911099553191,-0.014158653491573858
logistic,-3.6,0.4,9,0.11793714996219298,0.2096,Comp_prob,0.06336342309324794,0.011428606613563666
logistic,-3.6,0.4,9,0.11793714996219298,0.2096,NRC,0.09522895184419392,0.17941779244673317
logistic,-3.6,0.4,9,0.11793714996219298,0.2096,decileZ(Comp),0.037388570060627666,0.037388570060627666
logistic,-3.6,0.4,9,0.11793714996219298,0.2096,decileZ(NRC),0.2488600820590191,0.2488600820590191
logistic,-3.6,0.4,9,0.11793714996219298,0.2096,logit-frac,0.044172962780066154,0.0856422164008489
logistic,-3.6,0.4,10,0.10846649443497172,0.2076,Comp_prob,0.0066222314462444885,0.0011310148428293892
logistic,-3.6,0.4,10,0.10846649443497172,0.2076,NRC,0.2118623458347806,0.22944549207098675
logistic,-3.6,0.4,10,0.10846649443497172,0.2076,decileZ(Comp),-0.048584651758150466,-0.048584651758150466
logistic,-3.6,0.4,10,0.10846649443497172,0.2076,decileZ(NRC),0.3494111717691624,0.3494111717691624
logistic,-3.6,0.4,10,0.10846649443497172,0.2076,logit-frac,0.10185971088471091,0.15230247292977617
logistic,-3.6,0.4,11,0.12802596072942582,0.19,Comp_prob,0.07393578532333268,0.014612745770068075
logistic,-3.6,0.4,11,0.12802596072942582,0.19,NRC,0.08547978828035492,0.14736572968148842
logistic,-3.6,0.4,11,0.12802596072942582,0.19,decileZ(Comp),0.07173331603307401,0.07173331603307401
logistic,-3.6,0.4,11,0.12802596072942582,0.19,decileZ(NRC),0.2170534277969309,0.2170534277969309
logistic,-3.6,0.4,11,0.12802596072942582,0.19,logit-frac,0.009737405027238506,0.019280805834462567
logistic,-3.6,0.6,0,0.0880995278943727,0.2952,Comp_prob,0.11665358803718097,0.015779356145280136
logistic,-3.6,0.6,0,0.0880995278943727,0.2952,NRC,0.17050693630943506,0.2422607253460367
logistic,-3.6,0.6,0,0.0880995278943727,0.2952,decileZ(Comp),0.04972916962001833,0.04972916962001833
logistic,-3.6,0.6,0,0.0880995278943727,0.2952,decileZ(NRC),0.34842353948334837,0.34842353948334837
logistic,-3.6,0.6,0,0.0880995278943727,0.2952,logit-frac,0.04928471333809782,0.10839674412767197
logistic,-3.6,0.6,1,0.12100432105684254,0.3084,Comp_prob,0.19698795622955176,0.03555123947268973
logistic,-3.6,0.6,1,0.12100432105684254,0.3084,NRC,0.17046754584657933,0.3742040534605914
logistic,-3.6,0.6,1,0.12100432105684254,0.3084,decileZ(Comp),0.08393862955698757,0.08393862955698757
