Arm,Stratifier,DGP,Intercept,Strength,Rep,Metric,USFG,CI_lo,CI_hi,CI_excludes_0,MannWhitney_p,p_FDR,Declared
FPR,epistemic,logistic,-3.6,0.0,6,decileZ(NRC),-0.03958899204023323,-0.14571334956329549,0.07303910492749159,False,0.6348752653075094,0.9995985243122536,False
FPR,epistemic,logistic,-3.6,0.0,6,logit-frac,-0.005174210975044404,-0.11402395226186231,0.10958423466117834,False,0.5968870274866466,0.9995985243122536,False
FPR,aleatoric,logistic,-3.6,0.0,7,Comp_prob,-1.7972271162903448,-1.9553306027246289,-1.657203744065629,True,1.0090208036479664e-205,6.659537304076578e-204,True
FPR,aleatoric,logistic,-3.6,0.0,7,NRC,0.005343611139089818,-0.050952148624971536,0.06413141637375117,False,1.871132420252571e-10,6.174736986833484e-09,False
FPR,aleatoric,logistic,-3.6,0.0,7,decileZ(Comp),-0.03223352127032139,-0.1384259901353715,0.07771874838445655,False,2.7189337405608975e-09,5.981654229233974e-08,False
FPR,aleatoric,logistic,-3.6,0.0,7,decileZ(NRC),-0.016384414888561512,-0.13065570914448643,0.09471774531138868,False,5.42740384024602e-08,8.955216336405933e-07,False
FPR,aleatoric,logistic,-3.6,0.0,7,logit-frac,-0.0050992587287986505,-0.02417883131673114,0.014135993337888942,False,0.6045954722985101,0.8867400260378148,False
FPR,epistemic,logistic,-3.6,0.0,7,Comp_prob,-0.06151820571021559,-0.1687232665730276,0.056395410896982905,False,0.41955945893259616,0.8653413840484796,False
FPR,epistemic,logistic,-3.6,0.0,7,NRC,0.006638954995304534,-0.10106259770351647,0.10966333672516114,False,0.8278489060949348,0.9990162495032545,False
FPR,epistemic,logistic,-3.6,0.0,7,decileZ(Comp),-0.0005959920690863964,-0.12229763560863421,0.10868074071440824,False,0.7092969902928125,0.9990162495032545,False
FPR,epistemic,logistic,-3.6,0.0,7,decileZ(NRC),0.038893343827005065,-0.08057157901509775,0.16077756498641615,False,0.8352899321121289,0.9990162495032545,False
FPR,epistemic,logistic,-3.6,0.0,7,logit-frac,-0.04146457169864558,-0.15500847253232292,0.07561805116081259,False,0.7493221009839304,0.9990162495032545,False
FPR,aleatoric,logistic,-3.6,0.0,8,Comp_prob,-1.7409300903549525,-1.8718648387561458,-1.6177279774504498,True,9.6722154129036e-200,6.383662172516376e-198,True
FPR,aleatoric,logistic,-3.6,0.0,8,NRC,0.02210795454900634,-0.021398610967558622,0.06773536395030257,False,9.339859559787742e-19,2.054769103153303e-17,False
FPR,aleatoric,logistic,-3.6,0.0,8,decileZ(Comp),-0.023612768637832897,-0.13833773155778625,0.0869537632056292,False,6.80275115819776e-13,1.1224539411026304e-11,False
FPR,aleatoric,logistic,-3.6,0.0,8,decileZ(NRC),-0.03152331482488128,-0.14193362802335255,0.07306173233073848,False,5.593581518207073e-20,1.845881901008334e-18,False
FPR,aleatoric,logistic,-3.6,0.0,8,logit-frac,-0.0034710577425244873,-0.019570034481769007,0.01340643854394995,False,0.6481895879131344,0.8912606833805597,False
FPR,epistemic,logistic,-3.6,0.0,8,Comp_prob,0.006807271223455025,-0.10042105855318932,0.110010475396347,False,0.6232360937715684,0.894208308454859,False
FPR,epistemic,logistic,-3.6,0.0,8,NRC,-0.142864871158384,-0.2659761898991512,-0.016370057766283506,True,0.0015335850992369933,0.10121661654964155,False
FPR,epistemic,logistic,-3.6,0.0,8,decileZ(Comp),0.06298777445488851,-0.05878719845887401,0.16779005478247877,False,0.22721415946194556,0.7892702381309689,False
FPR,epistemic,logistic,-3.6,0.0,8,decileZ(NRC),-0.1572792573053625,-0.27778826279001967,-0.04198642693444443,True,0.011053349399725656,0.21084602494240506,False
FPR,epistemic,logistic,-3.6,0.0,8,logit-frac,-0.12001774476914308,-0.23022266511306225,-0.007476172565223901,True,0.012778546966206367,0.21084602494240506,False
FPR,aleatoric,logistic,-3.6,0.0,9,Comp_prob,-1.7759803973398767,-1.9086291559993185,-1.6519251256347087,True,2.8503638088905217e-203,1.8812401138677443e-201,True
FPR,aleatoric,logistic,-3.6,0.0,9,NRC,0.03623029602761563,-0.011516809005666422,0.09490032755555555,False,2.5347635857211888e-09,5.0074141766699467e-08,False
FPR,aleatoric,logistic,-3.6,0.0,9,decileZ(Comp),-0.032052288056862534,-0.14782395032783707,0.08104735194944654,False,3.0347964707090585e-09,5.0074141766699467e-08,False
FPR,aleatoric,logistic,-3.6,0.0,9,decileZ(NRC),-0.015623128178010821,-0.12760249523349917,0.10804942447928544,False,2.166289156248106e-13,7.14875421561875e-12,False
FPR,aleatoric,logistic,-3.6,0.0,9,logit-frac,-0.005131222816766009,-0.023374931141204928,0.014606599828667303,False,0.6323543845428937,0.9286585094178323,False
FPR,epistemic,logistic,-3.6,0.0,9,Comp_prob,-0.005304719731583466,-0.10750769921720094,0.0971430940829144,False,0.5731943279581724,0.8797866429125437,False
FPR,epistemic,logistic,-3.6,0.0,9,NRC,0.02837185172993213,-0.08442765862256077,0.14029501367574357,False,0.4168336701834744,0.8797866429125437,False
FPR,epistemic,logistic,-3.6,0.0,9,decileZ(Comp),0.020486986222560715,-0.084423360195037,0.12225407188162166,False,0.2777032392038763,0.8797866429125437,False
FPR,epistemic,logistic,-3.6,0.0,9,decileZ(NRC),0.06634874832159562,-0.045322982931555185,0.18208317243257477,False,0.4224742556971002,0.8797866429125437,False
FPR,epistemic,logistic,-3.6,0.0,9,logit-frac,0.012614277740238447,-0.09846859033023005,0.119121568414015,False,0.5314575409096207,0.8797866429125437,False
FPR,aleatoric,logistic,-3.6,0.0,10,Comp_prob,-1.8186933943468941,-1.96873590420859,-1.6887381550831253,True,1.0090208036479664e-205,6.659537304076578e-204,True
FPR,aleatoric,logistic,-3.6,0.0,10,NRC,-0.006774712322255064,-0.06406154883840519,0.04740734099121778,False,5.006195083947457e-10,1.6520443777026608e-08,False
FPR,aleatoric,logistic,-3.6,0.0,10,decileZ(Comp),-0.028264901228205703,-0.13644013438941854,0.09343017138272099,False,4.939373233522433e-07,1.0866621113749353e-05,False
FPR,aleatoric,logistic,-3.6,0.0,10,decileZ(NRC),-0.02290448913403013,-0.13881559193240073,0.08238585745282619,False,7.849530803002869e-07,1.2951725824954734e-05,False
FPR,aleatoric,logistic,-3.6,0.0,10,logit-frac,-0.0014970004340809993,-0.024388835056752378,0.017704922695133466,False,0.7293680662632338,0.9269994497679095,False
FPR,epistemic,logistic,-3.6,0.0,10,Comp_prob,-0.08590549287283153,-0.198373216454464,0.015751411353004587,False,0.07649593065345778,0.6310914278910267,False
FPR,epistemic,logistic,-3.6,0.0,10,NRC,-0.05512423059619325,-0.17148530157759936,0.05482229580934668,False,0.608394261496764,0.8729135056257917,False
FPR,epistemic,logistic,-3.6,0.0,10,decileZ(Comp),0.0259995748596335,-0.0905958296757818,0.12699973250663057,False,0.13128191402810627,0.6940488399389919,False
FPR,epistemic,logistic,-3.6,0.0,10,decileZ(NRC),-0.04495825390627245,-0.1590096983336896,0.06428073577676756,False,0.45625152520112033,0.8364611295353872,False
FPR,epistemic,logistic,-3.6,0.0,10,logit-frac,-0.02998272721020542,-0.16065376995559538,0.09181635271620028,False,0.8074619898124843,0.9488265965259585,False
FPR,aleatoric,logistic,-3.6,0.0,11,Comp_prob,-1.7431054789852394,-1.8563425659639243,-1.6305664529734543,True,1.4420113853544914e-202,9.517275143339643e-201,True
FPR,aleatoric,logistic,-3.6,0.0,11,NRC,0.02380682920233187,-0.03442253421696576,0.08508435833884163,False,6.797913823613905e-16,2.243311561792589e-14,False
FPR,aleatoric,logistic,-3.6,0.0,11,decileZ(Comp),-0.03525179051634682,-0.1434630849322472,0.08006807557173364,False,1.1535793586756916e-09,1.903405941814891e-08,False
FPR,aleatoric,logistic,-3.6,0.0,11,decileZ(NRC),-0.00048819231760491473,-0.11221289267893345,0.11626427214067002,False,5.650873959147767e-12,1.2431922710125088e-10,False
FPR,aleatoric,logistic,-3.6,0.0,11,logit-frac,-0.0013524362935002023,-0.01882116698727545,0.0167552225670765,False,0.8150627336049925,0.9274127919148649,False
FPR,epistemic,logistic,-3.6,0.0,11,Comp_prob,-0.023028119371383448,-0.12940847306530498,0.08081963367461965,False,0.47023598679398326,0.8681843032131252,False
FPR,epistemic,logistic,-3.6,0.0,11,NRC,-0.06731215077936362,-0.17441347131071638,0.03778647301880622,False,0.26725431953801415,0.7926853339486671,False
FPR,epistemic,logistic,-3.6,0.0,11,decileZ(Comp),0.029373982431671178,-0.06999645546903188,0.1272897451119007,False,0.26052989958704265,0.7926853339486671,False
FPR,epistemic,logistic,-3.6,0.0,11,decileZ(NRC),-0.04018193936907543,-0.15130232326697596,0.06953393917723089,False,0.3647068416895415,0.8596661268396335,False
FPR,epistemic,logistic,-3.6,0.0,11,logit-frac,-0.07286526832790026,-0.18880558031185032,0.03182608095073722,False,0.3826300484742974,0.8681843032131252,False
FPR,aleatoric,logistic,-3.6,0.0,12,Comp_prob,-1.5177848168080084,-1.6322592583362403,-1.4177577416884817,True,3.435883235036133e-194,2.2676829351238478e-192,True
FPR,aleatoric,logistic,-3.6,0.0,12,NRC,0.03939192314741184,-0.0020756779633040808,0.0873423093634309,False,3.4856444289823234e-16,7.668417743761112e-15,False
FPR,aleatoric,logistic,-3.6,0.0,12,decileZ(Comp),0.009574759912544212,-0.09767102618994852,0.12916114442630144,False,1.207415985721134e-12,1.992236376439871e-11,False
FPR,aleatoric,logistic,-3.6,0.0,12,decileZ(NRC),-0.01522120704194197,-0.12030850990156108,0.10077663528340201,False,9.32743125081012e-19,3.0780523127673397e-17,False
FPR,aleatoric,logistic,-3.6,0.0,12,logit-frac,0.00521752719307133,-0.011041146623845402,0.020886838252210868,False,0.8657660584871376,0.985182066554329,False
FPR,epistemic,logistic,-3.6,0.0,12,Comp_prob,0.021359958542660328,-0.09005896729578748,0.13304891278461023,False,0.8926729722926954,0.9548157781980378,False
FPR,epistemic,logistic,-3.6,0.0,12,NRC,0.09730756307629672,-0.005956761564717325,0.2087233603342749,False,0.006472224758285251,0.42716683404682654,False
FPR,epistemic,logistic,-3.6,0.0,12,decileZ(Comp),-0.005730849885530145,-0.11888497616514436,0.1043100752213931,False,0.4964422296686123,0.8932130042077074,False
FPR,epistemic,logistic,-3.6,0.0,12,decileZ(NRC),0.0890604244523219,-0.028524232014809258,0.20700757166327677,False,0.07852021915323913,0.8932130042077074,False
FPR,epistemic,logistic,-3.6,0.0,12,logit-frac,0.013009741302323461,-0.08473263258874755,0.10747100090693086,False,0.04672004516602797,0.8932130042077074,False
FPR,aleatoric,logistic,-3.6,0.0,13,Comp_prob,-1.6987049985213996,-1.835819438163754,-1.5724133245533864,True,8.859002664343477e-205,5.846941758466695e-203,True
FPR,aleatoric,logistic,-3.6,0.0,13,NRC,-0.003897245713671227,-0.05723735812783292,0.046707816881329405,False,7.288360014794812e-12,2.405158804882288e-10,False
FPR,aleatoric,logistic,-3.6,0.0,13,decileZ(Comp),-0.03430775741306079,-0.14219418573358433,0.0711581224925623,False,8.67329008994992e-09,1.9052653924829772e-07,False
FPR,aleatoric,logistic,-3.6,0.0,13,decileZ(NRC),-0.03283237405851473,-0.14425442921588022,0.08047362866111075,False,1.1547062984745316e-08,1.9052653924829772e-07,False
FPR,aleatoric,logistic,-3.6,0.0,13,logit-frac,-0.004751939640794461,-0.02002292410834414,0.01105597250055828,False,0.6484540139435059,0.9332428926885842,False
FPR,epistemic,logistic,-3.6,0.0,13,Comp_prob,0.006509174252427553,-0.102281878177234,0.11422062102119034,False,0.2763873791461765,0.837340768159757,False
FPR,epistemic,logistic,-3.6,0.0,13,NRC,0.10100813016526845,-0.009761766239145158,0.22801743000435398,False,0.24586928576242317,0.837340768159757,False
FPR,epistemic,logistic,-3.6,0.0,13,decileZ(Comp),0.023128244399621363,-0.0726655690857077,0.13201944719989128,False,0.9963740775160254,0.9963740775160254,False
FPR,epistemic,logistic,-3.6,0.0,13,decileZ(NRC),0.054421094843938624,-0.05896254411788368,0.1724928358063179,False,0.5233100398136703,0.837340768159757,False
FPR,epistemic,logistic,-3.6,0.0,13,logit-frac,0.05771360603133237,-0.03271194656288481,0.15168431751614128,False,0.10295440613932469,0.837340768159757,False
FPR,aleatoric,logistic,-3.6,0.0,14,Comp_prob,-1.7200446609691127,-1.8481239886100131,-1.6112599307800284,True,2.0185746798233736e-204,1.3322592886834267e-202,True
FPR,aleatoric,logistic,-3.6,0.0,14,NRC,0.0188776487051972,-0.024245522374979785,0.06208063813532753,False,5.522233032609228e-09,1.2148912671740302e-07,False
FPR,aleatoric,logistic,-3.6,0.0,14,decileZ(Comp),-0.04496636047915305,-0.15714396985936582,0.0643296329030821,False,4.3820878668415275e-13,1.446088996057704e-11,False
FPR,aleatoric,logistic,-3.6,0.0,14,decileZ(NRC),-0.01723343705268887,-0.13037130286909854,0.09688627488488702,False,2.2933791290424098e-07,3.784075562919976e-06,False
FPR,aleatoric,logistic,-3.6,0.0,14,logit-frac,0.0064784053105304785,-0.008522393008622226,0.022684524748657002,False,0.4178382227661035,0.835676445532207,False
FPR,epistemic,logistic,-3.6,0.0,14,Comp_prob,-0.0005141604186830824,-0.11277140745661114,0.11344381049472457,False,0.21157377272438083,0.7081406795273165,False
FPR,epistemic,logistic,-3.6,0.0,14,NRC,-0.017377720195095397,-0.13099419171319757,0.09420623830062758,False,0.34817198002291805,0.7081406795273165,False
FPR,epistemic,logistic,-3.6,0.0,14,decileZ(Comp),-0.026261179352544826,-0.13020007609269735,0.08559000038063203,False,0.2721915414973264,0.7081406795273165,False
FPR,epistemic,logistic,-3.6,0.0,14,decileZ(NRC),0.039523209195596765,-0.08040197621221738,0.16423163411196948,False,0.37552914823418304,0.7081406795273165,False
FPR,epistemic,logistic,-3.6,0.0,14,logit-frac,0.1198388183010137,0.01576525285382384,0.21607633809035756,True,0.04222452069155656,0.7081406795273165,False
FPR,aleatoric,logistic,-2.6,0.0,0,Comp_prob,-1.2380427835901466,-1.3191377435055713,-1.146726234992795,True,1.6998877377448776e-158,1.1219259069116192e-156,True
FPR,aleatoric,logistic,-2.6,0.0,0,NRC,0.04872570845509051,0.0149300119541864,0.08629675570699336,True,9.779991811762355e-06,0.0002151598198587718,True
FPR,aleatoric,logistic,-2.6,0.0,0,decileZ(Comp),-0.010391487238159742,-0.1125246383714978,0.0965595611222878,False,0.5924402367194554,0.7979807270098788,False
FPR,aleatoric,logistic,-2.6,0.0,0,decileZ(NRC),-0.02334851959023148,-0.1353078726863368,0.08921696232090671,False,2.7427572838150388e-12,9.051099036589628e-11,False
FPR,aleatoric,logistic,-2.6,0.0,0,logit-frac,0.0017271133766249259,-0.020488138702753133,0.02359163683563522,False,0.5404015665826899,0.7430521540511986,False
FPR,epistemic,logistic,-2.6,0.0,0,Comp_prob,0.11177532191810621,-0.002262809260749307,0.2261678019004007,False,0.01678105381881019,0.3691831840138242,False
FPR,epistemic,logistic,-2.6,0.0,0,NRC,-0.03613352005795283,-0.16398968674301412,0.10340537156147193,False,0.5334663157078086,0.8466852861412789,False
FPR,epistemic,logistic,-2.6,0.0,0,decileZ(Comp),0.09118553490785493,-0.018583757936360266,0.19957912549165252,False,0.0037882582146519365,0.1250125210835139,False
FPR,epistemic,logistic,-2.6,0.0,0,decileZ(NRC),-0.05953158024054326,-0.17746436695435586,0.05475576930511497,False,0.8885071672862461,0.936537935493387,False
FPR,epistemic,logistic,-2.6,0.0,0,logit-frac,0.04885249557940571,-0.07549937119345825,0.15769006421000084,False,0.9259185276894695,0.9401634281154613,False
FPR,aleatoric,logistic,-2.6,0.0,1,Comp_prob,-1.8073903459568479,-1.9106235719173807,-1.7150911710559598,True,3.239440179639117e-197,2.138030518561817e-195,True
FPR,aleatoric,logistic,-2.6,0.0,1,NRC,0.002274716475565109,-0.026783798641539226,0.03282594805214082,False,2.8061677215826734e-10,9.260353481222821e-09,False
FPR,aleatoric,logistic,-2.6,0.0,1,decileZ(Comp),-0.057727531372773595,-0.15391558044682294,0.04743393738145792,False,0.0019091933877360924,0.031501690897645526,False
FPR,aleatoric,logistic,-2.6,0.0,1,decileZ(NRC),-0.017399878123673263,-0.12690101187313535,0.09214497135335299,False,1.9650704051577563e-09,4.323154891347064e-08,False
FPR,aleatoric,logistic,-2.6,0.0,1,logit-frac,-0.008288807497171626,-0.02934142537531528,0.010975611870247778,False,0.3086853165429202,0.7159097940246882,False
FPR,epistemic,logistic,-2.6,0.0,1,Comp_prob,0.06722449846333538,-0.03366920788339376,0.17974976346403726,False,0.4034966847249791,0.9337217300236483,False
FPR,epistemic,logistic,-2.6,0.0,1,NRC,0.042885367930527704,-0.054818799945869134,0.1371201758256111,False,0.5063332853798237,0.9337217300236483,False
FPR,epistemic,logistic,-2.6,0.0,1,decileZ(Comp),-0.058930529677999215,-0.15886535745508867,0.040500849788587624,False,0.06692296171695412,0.6309879247598531,False
FPR,epistemic,logistic,-2.6,0.0,1,decileZ(NRC),0.06418259068841685,-0.039419313267342,0.17676685341070109,False,0.23749445071148445,0.922037279232822,False
FPR,epistemic,logistic,-2.6,0.0,1,logit-frac,-0.013672906284501579,-0.13435044114088268,0.1003182772814817,False,0.642034396617641,0.9416504483725401,False
FPR,aleatoric,logistic,-2.6,0.0,2,Comp_prob,-1.9873102218747865,-2.1045449686111435,-1.8757056513790804,True,7.484358182743769e-204,4.939676400610887e-202,True
FPR,aleatoric,logistic,-2.6,0.0,2,NRC,-0.022726862186210974,-0.05990925506035556,0.011723162620360212,False,1.6074588138138431e-12,5.304614085585682e-11,False
FPR,aleatoric,logistic,-2.6,0.0,2,decileZ(Comp),-0.04156195603170232,-0.15994920085571798,0.07166593623187532,False,3.881239821307153e-05,0.0006404045705156802,False
FPR,aleatoric,logistic,-2.6,0.0,2,decileZ(NRC),-0.03854084206946999,-0.14800348615148107,0.06925693267122458,False,1.1832781043887162e-07,2.6032118296551757e-06,False
FPR,aleatoric,logistic,-2.6,0.0,2,logit-frac,-0.016776143291088466,-0.03802093154831055,0.006091210694202187,False,0.2670979339298132,0.7557652849198818,False
FPR,epistemic,logistic,-2.6,0.0,2,Comp_prob,-0.053248564942544305,-0.15817179664276437,0.052998229992578964,False,0.8507180588173209,0.9958534634072156,False
FPR,epistemic,logistic,-2.6,0.0,2,NRC,-0.053068338827258726,-0.17310235373067992,0.06216522180672755,False,0.6510818119325754,0.9503325881332187,False
FPR,epistemic,logistic,-2.6,0.0,2,decileZ(Comp),-0.06635072750408565,-0.1715197619815622,0.04571314832233581,False,0.16549166506721436,0.9503325881332187,False
FPR,epistemic,logistic,-2.6,0.0,2,decileZ(NRC),-0.06195687475804258,-0.1741622367516959,0.04305369227497925,False,0.4802873564645389,0.9503325881332187,False
FPR,epistemic,logistic,-2.6,0.0,2,logit-frac,-0.08078441402419637,-0.1944154917466514,0.03993682532052199,False,0.21558691962320387,0.9503325881332187,False
FPR,aleatoric,logistic,-2.6,0.0,3,Comp_prob,-1.2434331081507821,-1.3282231940912648,-1.1648373910228003,True,2.003117464044208e-158,1.3220575262691772e-156,True
FPR,aleatoric,logistic,-2.6,0.0,3,NRC,0.04069740381183598,0.012904837534889774,0.07366262094406836,True,1.0141063161575177e-07,2.231033895546539e-06,True
FPR,aleatoric,logistic,-2.6,0.0,3,decileZ(Comp),0.01964847798843309,-0.09817920037285846,0.13467121247733332,False,0.593524115143105,0.9506179849315152,False
FPR,aleatoric,logistic,-2.6,0.0,3,decileZ(NRC),-0.010387251888779269,-0.12484612351223749,0.09785986288508859,False,2.938693743252143e-13,9.697689352732073e-12,False
FPR,aleatoric,logistic,-2.6,0.0,3,logit-frac,0.006251963936654748,-0.009631396718140776,0.022787714908818594,False,0.8716795415254828,0.9506179849315152,False
FPR,epistemic,logistic,-2.6,0.0,3,Comp_prob,0.055857551967170134,-0.05211146992633151,0.16256525698895521,False,0.7977870332740539,0.9163356198720475,False
FPR,epistemic,logistic,-2.6,0.0,3,NRC,-0.0449606670810449,-0.18366533899421303,0.06145223005116485,False,0.1505252109647691,0.6840365045594613,False
